Event.Id,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Event.Year
20110311X15408,Accident,2011-03-11,"North Las Vegas, NV",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA II,No,1.0,Reciprocating,091,,Instructional,702 Helicopters,0.0,0.0,0.0,2.0,VMC,,The partial loss of engine power for undetermined reasons. Contributing to the accident was the certified flight instructor's decision to continue the flight after the helicopter exhibited inadequate performance capabilities and an unresolved power production issue.,2011.0
20110314X11557,Accident,2011-03-13,"El Segundo, CA",United States,Non-Fatal,Substantial,Helicopter,SIKORSKY,S-58ET,No,2.0,Turbo Shaft,133,NSCH,External Load,Aris Helicopters,0.0,0.0,1.0,0.0,VMC,,A partial loss of engine power and the failure of the external hook to release the load for undetermined reasons.,2011.0
20110316X73905,Accident,2011-03-15,"Chandler, AZ",United States,Non-Fatal,Substantial,Helicopter,ROTORWAY,A600,No,1.0,Reciprocating,091,,Instructional,Rotorway International,0.0,0.0,0.0,2.0,VMC,,"A design modification that changed the fasteners and components used to attach the main rotor drive pulley to the engine, which resulted in fatigue failure of those fasteners and a complete loss of power to the main rotor.",2011.0
20110317X02351,Accident,2011-03-17,"Gulf of Mexico, LA",United States,Non-Fatal,Substantial,Helicopter,BELL,230,No,2.0,Turbo Shaft,091,,Positioning,REPUBLIC HELICOPTERS INC,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain adequate clearance from the safety skirting during the repositioning landing.,2011.0
20110317X93308,Accident,2011-03-17,"Iowa, LA",United States,Non-Fatal,Substantial,Helicopter,HILLER,UH-12D,No,1.0,Reciprocating,091,,Business,WILLIAMS MANAGEMENT,0.0,0.0,0.0,2.0,VMC,,"The pilot's inadequate compensation for gusty crosswinds during takeoff, which resulted in a loss of directional control.",2011.0
20110320X90821,Accident,2011-03-17,"Petersburg, WV",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,Reciprocating,091,,Personal,Kevin C Rychlik,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain control during the takeoff.,2011.0
20110320X15018,Accident,2011-03-19,"Lincoln, AL",United States,Non-Fatal,Substantial,Helicopter,BURR ANDREW E XIV,ROTORWAY EXEC 162F,Yes,1.0,Reciprocating,091,,Instructional,Mark Heet,0.0,0.0,0.0,2.0,,,A total loss of engine power during cruise flight for undetermined reasons.,2011.0
20110321X51628,Accident,2011-03-20,"Mount Pocono, PA",United States,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C-1,No,1.0,Reciprocating,091,,Instructional,HI-TECH HELICOPTERS INC,0.0,0.0,0.0,2.0,VMC,,"The flight instructor's selection of an unsuitable landing site to practice autorotations, which resulted in an inadvertent dynamic rollover during touchdown.",2011.0
20110322X24645,Accident,2011-03-22,"Goshen, NY",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to adhere to published preflight checklist limitations and procedures, resulting in excessive slack and subsequent failure of the power transmission belts and a total loss of rotor system drive.",2011.0
20110327X95842,Accident,2011-03-24,"San Clemente, Chile",Chile,Fatal,Destroyed,Helicopter,BELL,205,No,1.0,Turbo Shaft,NUSN,,Firefighting,FAASA Chile Servicio Aereos LTDA,1.0,0.0,1.0,0.0,VMC,,,2011.0
20110329X54044,Accident,2011-03-24,"Main Pass 61A,",United States,Non-Fatal,Substantial,Helicopter,BELL,206L-3,No,1.0,Turbo Shaft,135,NSCH,,PHI INC,0.0,3.0,0.0,0.0,VMC,,The loss of engine power due to an engine compressor stall as a result of ingesting methane gas during takeoff.,2011.0
20110328X22842,Accident,2011-03-25,"Culpeper, VA",United States,Non-Fatal,Substantial,Helicopter,HILLER,UH-12E,No,1.0,Reciprocating,137,,Aerial Application,"KRITTER CROPDUSTING, INC",0.0,0.0,0.0,1.0,VMC,,Mechanical failure of the transmission for reasons that could not be determined because the transmission could not be torn down.,2011.0
20110406X23122,Accident,2011-04-06,"Salt Lake City, UT",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,1.0,Reciprocating,091,,Instructional,Upper Limit Aviation,0.0,1.0,0.0,1.0,VMC,,The student pilot's inadvertent action of pulling out the engine's mixture control lever to idle cutoff that resulted in a complete loss of engine power.,2011.0
20110407X64458,Accident,2011-04-06,"Torrance, CA",United States,Non-Fatal,Substantial,Helicopter,BELL,47G,No,1.0,Reciprocating,091,,Personal,RODRIGUEZ DANNY,0.0,1.0,0.0,0.0,VMC,,"The pilot did not maintain adequate altitude during takeoff, which resulted in ground contact and a dynamic rollover.",2011.0
20110414X33613,Accident,2011-04-08,"Santo Andre City, Brazil",Brazil,Fatal,Destroyed,Helicopter,BELL,206B,No,1.0,,NUSN,,Unknown,,2.0,0.0,0.0,0.0,,,,2011.0
20110411X43554,Accident,2011-04-10,"Marlboro, MA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,1.0,Reciprocating,091,,Instructional,North Andover Flight Academy,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain directional control during takeoff.,2011.0
20110414X62749,Accident,2011-04-10,"Lake Charles, LA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,1.0,Reciprocating,091,,Instructional,Performance Helicopters LLC,0.0,1.0,0.0,0.0,VMC,,The pilot's loss of control of the helicopter while in a hover.,2011.0
20110415X25911,Accident,2011-04-11,"Sibu, Malaysia, Malaysia",Malaysia,Fatal,Substantial,Helicopter,BELL,206B-III,No,1.0,Turbo Shaft,NUSN,,Unknown,Sabah Air Aviation,1.0,0.0,0.0,0.0,VMC,,,2011.0
20110425X02736,Accident,2011-04-13,"Venice, LA",United States,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,Turbo Shaft,091,,Aerial Observation,EL PASO CGP LLC,0.0,1.0,0.0,0.0,VMC,,"The pilot's improper use of the collective and cyclic control during taxi operations, which induced a dynamic rollover.",2011.0
20110426X80846,Accident,2011-04-23,"Massillon, OH",United States,Non-Fatal,Substantial,Helicopter,D & D AIRCRAFT,ROTORWAY EXEC,Yes,1.0,Reciprocating,091,,Personal,DUBERT JAY,0.0,1.0,0.0,0.0,VMC,,"The excessive wear on the secondary shaft, from the inner bearing race, which resulted in the transmission clutch disengagement and a loss of power to the rotor system.",2011.0
20110503X02028,Accident,2011-04-26,"Sulmona, Italy",Italy,Fatal,Destroyed,Helicopter,ROBINSON,R22,No,1.0,,NUSN,,Aerial Observation,ELICOMPANY S.R.L.,2.0,0.0,0.0,0.0,,,,2011.0
20110502X70300,Accident,2011-04-29,"Edgerton, IN",United States,Non-Fatal,Substantial,Helicopter,HUGHES,269B,No,1.0,Reciprocating,137,,Aerial Application,Heartland Helicopters LLC,0.0,0.0,0.0,1.0,VMC,,"A loss of clearance between the tail rotor drive shaft and the tailboom bulkhead for undetermined reasons, which resulted in the overstress failure of the drive shaft.",2011.0
20110501X14924,Accident,2011-05-01,"Indiana, PA",United States,Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,Reciprocating,091,,Aerial Observation,Penn Helicopter LLC,1.0,0.0,3.0,0.0,VMC,,"The pilot's operation of the helicopter at a low-forward airspeed out of ground effect, which resulted in the helicopters loss of translational lift and tail rotor authority and the pilots subsequent loss of helicopter control.",2011.0
20110504X05418,Accident,2011-05-03,"Camden, SC",United States,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,AS350B2,No,1.0,Turbo Shaft,091,,Personal,Air Methods Corp.,0.0,0.0,0.0,2.0,VMC,,"The instructor pilot did not maintain adequate helicopter control while maneuvering, which resulted in a hard landing.",2011.0
20110504X22736,Accident,2011-05-03,"Yancey, TX",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,1.0,Reciprocating,091,,Aerial Observation,PRENTICE AVIATION INC,0.0,0.0,0.0,2.0,VMC,,The loss of engine power due to the unintentional closure of the fuel shutoff valve.,2011.0
20110504X92616,Accident,2011-05-03,"New Columbia, IL",United States,Non-Fatal,Substantial,Helicopter,TEXAS HELICOPTER CORPORATION,OH-13E/M74,No,1.0,Reciprocating,137,,Aerial Application,"Hendrickson Flying Service, Inc.",0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain adequate clearance from the wheat crop during takeoff.,2011.0
20110509X10416,Accident,2011-05-08,"Golden, CO",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,Reciprocating,091,,Aerial Observation,Colorado Helicopter Inc,0.0,0.0,0.0,3.0,VMC,,"The pilots decision to operate the helicopter at a high density altitude near terrain, which resulted in a settling with power condition.",2011.0
20111202X30755,Accident,2011-05-09,"Julia Creek, Australia, Australia",Australia,Fatal,Substantial,Helicopter,ROBINSON,R22,No,1.0,Reciprocating,NUSN,,Other Work Use,Versatile Helicopter Services,1.0,0.0,0.0,0.0,IMC,,,2011.0
20110515X15314,Accident,2011-05-12,"New Athens, IL",United States,Fatal,Substantial,Helicopter,BELL,OH-58C,No,1.0,Turbo Shaft,137,,Aerial Application,COUCH HELICOPTER SERVICE INC,1.0,0.0,0.0,0.0,VMC,,The pilots failure to attain sufficient altitude to clear terrain while maneuvering.,2011.0
20110509X10102,Accident,2011-05-13,"Columbia, CA",United States,Non-Fatal,Substantial,Helicopter,MD HELICOPTER,369D,No,1.0,Turbo Shaft,091,,Personal,"Airlift Helicopters of Alaska, Inc.",0.0,0.0,0.0,2.0,VMC,,The loss of power transmission to the main rotor for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation of the helicopter.,2011.0
20110513X45549,Accident,2011-05-13,"Mobile Block 114CC,",United States,Non-Fatal,Substantial,Helicopter,BELL,206-L4,No,1.0,Turbo Shaft,135,NSCH,,PHI INC,0.0,0.0,2.0,1.0,VMC,,"The pilots operation of the helicopter with a left, quartering headwind, resulting in conditions conducive to a loss of tail rotor effectiveness.",2011.0
20110516X64902,Accident,2011-05-16,"Victoria, TX",United States,Non-Fatal,Substantial,Helicopter,MD HELICOPTER,369E,No,1.0,Turbo Shaft,091,,Other Work Use,,0.0,0.0,0.0,4.0,VMC,,"The pilots failure to ensure that the governor limit switch was properly set, which resulted in reduced engine power.",2011.0
20110523X20625,Accident,2011-05-20,"Lansing, IL",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,1.0,Reciprocating,091,,Instructional,SUN AERO HELICOPTERS INC,0.0,0.0,0.0,1.0,VMC,,The student pilots failure to maintain control of the helicopter while hovering.,2011.0
20110524X01429,Accident,2011-05-23,"Norte de Santander, Colombia",Colombia,Fatal,Destroyed,Helicopter,BELL,206L-3,No,,,NUSN,,Unknown,Aviheco S.A.,2.0,0.0,0.0,0.0,,,,2011.0
20110606X12931,Accident,2011-05-25,"Lakeville, MN",United States,Non-Fatal,Substantial,Helicopter,BELL,47G-3B-1,No,1.0,Turbo Shaft,137,,Aerial Application,Scotts Helicopter Services Inc,0.0,0.0,1.0,0.0,VMC,,The loss of engine power due to a loose B-nut on the compressor discharge pressure bleed line.,2011.0
20110527X05018,Accident,2011-05-26,"Walton, KS",United States,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,Turbo Shaft,091,,Other Work Use,AIR MD LLC,0.0,2.0,0.0,0.0,VMC,,A loss of engine power for undetermined reasons because postaccident examination of the airframe and engine revealed no anomalies.,2011.0
20110528X94407,Accident,2011-05-27,"Weaverville, CA",United States,Fatal,Substantial,Helicopter,BRANTLY,B-2B,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"The student pilot's decision to fly in windy conditions that exceeded his capabilities, which resulted in his subsequent loss of helicopter control. Contributing to the accident was his lack of flight experience in the accident helicopter.",2011.0
20110530X15219,Accident,2011-05-27,"Panama City, FL",United States,Non-Fatal,Substantial,Helicopter,BELL,OH-58C,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Local,BAY COUNTY SHERIFFS OFFICE,0.0,2.0,0.0,0.0,VMC,,"The drooping electrical conduit, which snagged the vertical fin and resulted in the pilot's inability to control the helicopter. Contributing to the accident was the operator's decision to have the pilot fly the helicopter out of the hangar.",2011.0
20110602X93617,Accident,2011-05-27,"Glendale, AZ",United States,Non-Fatal,Substantial,Helicopter,BELL,206B3,No,1.0,Turbo Shaft,091,,Instructional,N57AW LLC,0.0,0.0,0.0,2.0,VMC,,The certified flight instructor's failure to maintain adequate main rotor RPM during the autorotation.,2011.0
20110530X31539,Accident,2011-05-29,"Ft. Pierce, FL",United States,Non-Fatal,Substantial,Helicopter,BELL,OH-58A,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Local,ST LUCIE CNTY SHERIFFS OFFICE,0.0,1.0,0.0,0.0,VMC,,"The pilot's failure to recognize and avoid a loss of tail rotor effectiveness, which resulted in a loss of control and hard landing.",2011.0
20110531X94036,Accident,2011-05-29,"Fort Worth, TX",United States,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS 350 B2,No,1.0,Turbo Shaft,091,,Instructional,"Sovereign International Equities, LLC",0.0,3.0,0.0,0.0,VMC,,The pilots loss of control due to his not maintaining adequate airspeed and altitude during a simulated hydraulic flight control failure. Contributing to the accident was the flight instructors inadequate supervision and delayed remedial response.,2011.0
20110602X00259,Accident,2011-06-01,"Stockton, CA",United States,Non-Fatal,Substantial,Helicopter,HILLER,UH-12E,No,1.0,Reciprocating,137,,Aerial Application,"Alpine Helicopter Service, Inc.",0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain clearance from obstacles.,2011.0
20110605X24814,Accident,2011-06-04,"Las Vegas, NV",United States,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C,No,1.0,Reciprocating,091,,Personal,"Airwork, LLC",0.0,0.0,1.0,1.0,VMC,,"The pilot's failure to maintain adequate clearance from terrain while attempting a transition from hovering flight to forward flight over a mesa in windy, downdraft conditions.",2011.0
20110616X72608,Accident,2011-06-15,"Grand Forks, ND",United States,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C,No,1.0,Reciprocating,091,,Instructional,UNIVERSITY OF NORTH DAKOTA,0.0,0.0,0.0,2.0,VMC,,The student pilot's inadequate recovery from an autorotation and the CFI's delayed remedial action.,2011.0
20110618X51826,Accident,2011-06-18,"Prescott, AZ",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,1.0,Reciprocating,091,,Instructional,GUIDANCE HELICOPTERS INC,0.0,0.0,0.0,2.0,VMC,,"The pilot's inadequate compensation for the wind conditions and failure to maintain directional control of the helicopter during taxi, resulting in a loss of tail rotor effectiveness and a subsequent hard landing.",2011.0
20110620X11716,Accident,2011-06-18,"Montgomery City, MO",United States,Non-Fatal,Substantial,Helicopter,BELL,47G-4A,No,1.0,Reciprocating,137,,Aerial Application,Rhineland Grain Inc,0.0,0.0,0.0,1.0,VMC,,"A loss of control during the precautionary landing, which resulted in inadvertent contact between the main rotor and the tailboom. Contributing to the accident was the overloaded condition.",2011.0
20110619X51056,Accident,2011-06-19,"Lost Hills, CA",United States,Non-Fatal,Substantial,Helicopter,HILLER,UH-12E,No,1.0,Reciprocating,137,,Aerial Application,Slikker Flying Service,0.0,1.0,0.0,0.0,VMC,,"The failure of the engine-driven fuel pump, resulting in the loss of all engine power and the pilot's failure to correctly execute an autorotational landing.",2011.0
20110623X91726,Accident,2011-06-19,"Glastonbury, United Kingdom",United Kingdom,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELICOPTER,369E,No,1.0,Turbo Shaft,NUSN,,Personal,,0.0,0.0,1.0,0.0,VMC,,,2011.0
20110624X73844,Accident,2011-06-19,"Ladpur, India, India",India,Non-Fatal,Substantial,Helicopter,BELL,407,No,,,NUSN,,Unknown,M/s Swajas Air Charter,0.0,0.0,2.0,0.0,,,,2011.0
20110621X25702,Accident,2011-06-21,"Mesa, AZ",United States,Non-Fatal,Destroyed,Helicopter,BELL,212,No,2.0,Turbo Shaft,091,,Executive/corporate,BOEING CO,0.0,0.0,2.0,0.0,VMC,,The pilot's failure to maintain helicopter control while in a low hover.,2011.0
20110621X54542,Accident,2011-06-21,"Franklin, CA",United States,Non-Fatal,Substantial,Helicopter,BELL,206B,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - State,California Department of Justice,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain rotor rpm during the practice autorotation.,2011.0
20110623X74529,Accident,2011-06-23,"Blair, NE",United States,Non-Fatal,Substantial,Helicopter,ENSTROM,F-28C-2,No,1.0,Reciprocating,091,,Aerial Observation,P AND N CORPORATION,0.0,0.0,0.0,2.0,VMC,,The failure of a tail rotor pitch change link due to the retaining bolt becoming separated in flight. Contributing to the accident was the pilots inadequate preflight inspection.,2011.0
20110624X25540,Accident,2011-06-23,"Hanford, CA",United States,Non-Fatal,Substantial,Helicopter,HILLER,UH12E,No,1.0,Reciprocating,091,,Positioning,Central Valley Aviation Inc.,0.0,0.0,0.0,1.0,VMC,,"The separation of the tail rotor drive gear shaft due to torsional fatigue of its threaded portion, which resulted in a loss of tail rotor control.",2011.0
20110705X23523,Accident,2011-06-24,"Schefferville, Canada",Canada,Fatal,Substantial,Helicopter,ROBINSON,R44,No,,,UNK,,,,1.0,0.0,1.0,0.0,,,,2011.0
20110627X51003,Accident,2011-06-27,"Del Valle, TX",United States,Fatal,Substantial,Helicopter,ROBINSON,R22 BETA,No,1.0,Reciprocating,091,,Personal,Don S. Arsenault,1.0,0.0,0.0,0.0,VMC,,"The divergence of the main rotor from its normal plane of rotation for reasons that cannot be determined because the pilots control inputs leading up to the event are unknown, resulting in mast bumping and main rotor blade separation.",2011.0
20110630X35227,Accident,2011-06-27,"Ambler, AK",United States,Non-Fatal,Substantial,Helicopter,HUGHES,500D,No,1.0,Turbo Shaft,135,NSCH,,Prism Helicopters,0.0,0.0,0.0,1.0,VMC,,The pilot's misalignment of the helicopter on the landing structure.,2011.0
